meeting_no,meeting_date,monitoring_index,line_number,monitoring_comment
6,2020-08-13,1,9,(6) 年代別で見ると、8 月 4 日から 8 月 10 日までにおける濃厚接触者に占める感染経路が判明している人の割合は、20 代及び 30 代は、会食による感染が 20.4%と最も多く、次いで職場での感染が 20.0%であった。
6,2020-08-13,1,10,40 代及び 50 代は同居する人からの感染が 33.7%と最も多く、次いで職場での感染が 18.0%であった。
6,2020-08-13,1,11,60 代は同居する人からの感染が 56.8%と最も多く、次いで会食での感染が 18.2%であった。
6,2020-08-13,1,12,70 代以上は同居する人からの感染が 43.3%と最も多く、次いで施設での感染が 35.0%であった。
6,2020-08-13,1,13,(7) また、7 月1日からこれまでの累計では、80 代以上の約 2/3 が施設内で感染している。
6,2020-08-13,1,14,(8) 少人数であっても、人と人が、密に接触する環境で、マスクを外して、会話をしながら飲食を行うと、感染のリスクが高まる。
6,2020-08-13,1,15,このような環境を避けることが新規陽性者の発生の減少につながる。
6,2020-08-13,1,16,(9) 今週は、シェアハウス、寮での感染が報告されており、集団生活の場では感染防止対策の徹底が重要である。
6,2020-08-13,1,17,(10) 特別養護老人ホーム、介護老人保健施設、デイケア施設、訪問看護、病院等、重症化リスクの高い施設において、無症状や症状の乏しい職員を発端とした感染が見られており、引き続き、医療・介護施設内と業務における感染防止対策の徹底と検査体制の拡充が必要である。
6,2020-08-13,1,18,(11) グループ旅行に陽性者が含まれていて同行者等に感染が広がる事例が複数発生しており、7月後半より増加傾向にあり、旅行中の感染、車中での感染などが報告されている。
6,2020-08-13,1,19,"(12) 8 月 4 日から 8 月 10 日までの新規陽性者は 2,351 人で、保健所別届出数は世田谷区が 238 人(10.1%)と最も多く、次いで新宿区 215 人(9.1%)、港区 178 人(7.6%)、渋谷区 144 人(6.1%)、品川区 126 人(5.4%)の順であり、島しょを除く都内全域に広がって新規陽性者が発生している。"
6,2020-08-13,2,1,(1) #7119 は、感染拡大の早期予兆の指標の1つとして、モニタリングしている。
6,2020-08-13,2,2,第一波(3 月 1 日から 5 月 25 日の緊急事態宣言解除までと設定)では、患者の急速な増加の前に#7119 における発熱等の相談件数が増加した。
6,2020-08-13,2,3,(2) #7119 の 7 日間平均は 86.9 件と、先週と比べ増加した。
6,2020-08-13,3,1,(1) 国の指標及び目安における、感染経路不明な者の割合は 8 月 11 日時点で 62.2%となっており、国のステージIVの指標 50%を超える数値となっている。
6,2020-08-13,3,2,(ステージIVとは、爆発的な感染拡大及び深刻な医療提供体制の機能不全を避けるための対応が必要な段階)(2) 接触歴等不明者数は 7 日間平均で約 201 名と依然高水準であり、接触歴を調査する保健所への支援が引き続き必要である。
6,2020-08-13,3,3,(3) 8 月 11 日時点の新規陽性者における接触歴等不明者の増加比は、先週より減少し、約 96%となっているものの、今後の推移に注意が必要である。
6,2020-08-13,4,1,(1) 国の指標及び目安における、PCR 検査件数のうちの陽性者数の割合は、8 月 11 日時点で 6.6 %となっており、国のステージIIIの 10%よりも低い数値となっている。
6,2020-08-13,4,2,(2) PCR 検査の陽性率は、検査体制の指標としてモニタリングしている。
6,2020-08-13,4,3,迅速かつ広く PCR 検査等を実施することは、感染拡大防止と重症化予防の双方に効果的と考える。
6,2020-08-13,4,4,(3) 今週は、休日の影響を受けて、7 日間平均の検査数は減少しているが、陽性率は先週と比較して横ばいで推移している。
6,2020-08-13,4,5,(4) 陽性率が約 7%であることを踏まえると、十分な PCR 検査等を行うためには、引き続き検査体制の強化が求められる。
6,2020-08-13,5,1,(1) 東京ルールの適用件数は、8 月 7 日以降、急増し、8 月 11 日は 93 件となった。
6,2020-08-13,5,2,(2) 7 日間平均の件数も、先週に比べ増加し、63.6 件となった。
6,2020-08-13,5,3,(3) 第一波では、患者の急速な増加に伴い、東京ルールの適用件数も増加した。
6,2020-08-13,5,4,救急受入れ体制への負荷が懸念される。
6,2020-08-13,6,1,"(1) 国の指標及び目安における、病床全体のひっ迫具合を示す、最大確保病床数(都は 4,000 床)に占める入院患者数の割合は、41.5%となっており、国のステージIIIの指標 20%を大きく超えた数値となっている。"
6,2020-08-13,6,2,"また、現時点の確保病床数(都は 2,400 床)に占める入院患者数の割合は、69.1%となっており、国のステージIIIの指標 25%を大きく超えた数値となっている。"
6,2020-08-13,6,3,(2) 病床の稼働には、人員確保、患者の移動、感染防御対策の拡充を含め 2 週間程度要する。
6,2020-08-13,6,4,新規陽性者数の急増を踏まえ、救命救急医療やがん医療などの通常の医療も維持できるよう配慮しながら、さらに病床確保を進める必要がある。
6,2020-08-13,6,5,(3) 入院患者数は増加し続け、収束の兆しが見えない中、医療機関への負担が強まっている。
6,2020-08-13,6,6,(4) 8 月 2 日から 8 月 8 日の新規入院患者数が 725 人、退院者数が 299 人となっている。
6,2020-08-13,6,7,また、陽性者以外にも、陽性者と同様の感染防御対策と個室での管理が必要な疑い患者を、1 日当たり、都内全域で約 150 人から 200 人受け入れている。
6,2020-08-13,6,8,(5) 入院調整本部の対応件数のうち、約 9 割以上が無症状の陽性者及び軽症者であった。
6,2020-08-13,6,9,(6) 新型コロナウイルス感染症の患者の入院と退院には共に手続き、感染防御対策、検査、調整、消毒など、たとえ軽症者であっても、通常の患者より多くの人手、労力と時間が必要である。
6,2020-08-13,6,10,短期間で通常の患者より煩雑な入院と退院の作業が繰り返されることも、医療機関の負担の要因となっている。
6,2020-08-13,6,11,確保病床数イコール当日入院できる患者数ではなく、病院ごとに当日入院できる患者の数には限りがある。
6,2020-08-13,6,12,(7) 宿泊療養施設の運営にあたる医師等もまた、通常の医療現場から苦労して確保している。
6,2020-08-13,6,13,"(8) 8 月 5 日から 8 月 11 日までの陽性者 2,230 人のうち、無症状の陽性者が 16.6%を占めている。"
6,2020-08-13,6,14,宿泊療養施設を増やしている中、8 月 11 日の宿泊療養施設の利用者は 417 人、自宅療養者は 625 人である。
6,2020-08-13,6,15,重症化リスク者に該当せず、入院が必要でないと医師が判断した者に対する宿泊療養・自宅療養の要件を定め、統一した運用による積極的な宿泊療養施設の活用が求められる。
6,2020-08-13,6,16,(9) 自宅療養の対象者は、外出しないことを前提に独居で自立可能である者とし、安全な自宅療養のための環境の整備にあたっては、配食サービス、療養者のフォローアップや急変時の受入れを地域医療が担う体制などを確保するとともに、ITを活用した健康観察システムの導入など、保健所業務を支援する体制を早急に確保する必要がある。
6,2020-08-13,6,17,(10) 保健所から入院調整本部への調整依頼件数は、1 日 100 件を超える日もあり、特に、緊急性を要する中等症、重症患者に関する依頼件数が増加するなかで、保健所と入院調整本部による入院調整が難航し、長時間を要する事例も多く発生している。
6,2020-08-13,6,18,(11) 入院調整の結果、入院先医療機関が決定した後に、症状の改善や患者の希望でキャンセルする事例が1割から 2 割程度発生している。
6,2020-08-13,7,1,(1) 国の指標及び目安における、病床全体のひっ迫具合を示す、重症者用病床の最大確保病床数(都は 500 床)に占める重症者の入院患者数の割合は、4.2%となっており、国のステージIIIの指標 20%よりも低い数値となっている。
6,2020-08-13,7,2,また、現時点の確保病床数(都は 100 床)に占める入院患者数の割合は、21.0%となっており、国のステージIIIの指標 25%よりも低い数値となっている。
